ID,Bear Number,Tick Species ,Tick Sex,Pooled Ticks,Engorgment,POW,Lyme,Test Run,Tick Collection Year,County ,State
520,1805571,Ixodes scapularis,Male,5,unengorged ,Negative ,Positive,1/19/19,2018,Huntingdon,PA
521,1805571,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Negative ,1/19/19,2018,Huntingdon,PA
522,1805571,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Positive,1/19/19,2018,Huntingdon,PA
523,1805571,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,1/19/19,2018,Huntingdon,PA
524,1805574,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Negative ,1/19/19,2018,Huntingdon,PA
525,1805574,Ixodes scapularis,Female,2,fully engorged ,Negative ,Negative ,1/19/19,2018,Huntingdon,PA
526,51044,Ixodes scapularis,Male,3,unengorged ,Positive,Positive,1/18/19,2018,Clinton,PA
527,51044,Ixodes scapularis,Male,5,unengorged ,Positive,Positive,1/18/19,2018,Clinton,PA
528,51044,Ixodes scapularis,Female,1,unengorged ,Negative ,Negative ,1/18/19,2018,Clinton,PA
529,51044,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,1/18/19,2018,Clinton,PA
530,51044,Ixodes scapularis,Female,3,fully engorged ,Negative ,Positive,1/18/19,2018,Clinton,PA
531,51178,Ixodes scapularis,Nymph,1,fully engorged ,Negative ,Negative ,1/18/19,2018,Clinton,PA
532,51178,Ixodes scapularis,Female,4,unengorged ,Positive,Positive,1/18/19,2018,Clinton,PA
533,51178,Ixodes scapularis,Female,5,unengorged ,Negative ,Positive,1/18/19,2018,Clinton,PA
534,51178,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Negative ,1/18/19,2018,Clinton,PA
535,51178,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,1/18/19,2018,Clinton,PA
536,51036,Ixodes scapularis,Male,4,unengorged ,Negative ,Positive,1/18/19,2018,Clinton,PA
537,51036,Ixodes scapularis,Male,5,unengorged ,Negative ,Negative ,1/18/19,2018,Clinton,PA
538,51036,Ixodes scapularis,Female,1,unengorged ,Negative ,Negative ,1/18/19,2018,Clinton,PA
539,51036,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,1/18/19,2018,Clinton,PA
540,51036,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Negative ,1/18/19,2018,Clinton,PA
541,51036,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Negative ,1/18/19,2018,Clinton,PA
542,51036,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,1/18/19,2018,Clinton,PA
543,1804200,Ixodes scapularis,Male,1,unengorged ,Negative ,Negative ,1/18/19,2018,Lycoming,PA
544,1804200,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Positive,1/18/19,2018,Lycoming,PA
545,1804200,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Positive,1/18/19,2018,Lycoming,PA
546,1804201,Ixodes scapularis,Male,1,unengorged ,Negative ,Negative ,1/18/19,2018,Lycoming,PA
547,1804201,Ixodes scapularis,Male,1,unengorged ,Negative ,Negative ,1/18/19,2018,Lycoming,PA
548,1804202,Ixodes scapularis,Male,3,unengorged ,Negative ,Positive,1/18/19,2018,Lycoming,PA
549,1804202,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Positive,1/18/19,2018,Lycoming,PA
550,1804202,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,1/18/19,2018,Lycoming,PA
551,1804204,Ixodes scapularis,Female,1,Semi-engorged,Positive,Negative ,1/18/19,2018,Lycoming,PA
552,1804203,Ixodes scapularis,Male,5,unengorged ,Negative ,Negative ,1/19/19,2018,Lycoming,PA
553,1804203,Ixodes scapularis,Male,5,unengorged ,Negative ,Negative ,1/19/19,2018,Lycoming,PA
554,1804203,Ixodes scapularis,Male,5,unengorged ,Negative ,Negative ,1/19/19,2018,Lycoming,PA
555,1804203,Ixodes scapularis,Male,5,unengorged ,Negative ,Negative ,1/19/19,2018,Lycoming,PA
556,1804203,Ixodes scapularis,Female,5,unengorged ,Negative ,Negative ,1/19/19,2018,Lycoming,PA
557,1804203,Ixodes scapularis,Female,5,unengorged ,Negative ,Positive,1/21/19,2018,Lycoming,PA
558,1804203,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Negative ,1/21/19,2018,Lycoming,PA
559,1804203,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Negative ,1/21/19,2018,Lycoming,PA
560,1804203,Ixodes scapularis,Male,2,unengorged ,Negative ,Negative ,1/19/19,2018,Lycoming,PA
561,1804203,Ixodes scapularis,Female,2,unengorged ,Negative ,Negative ,1/19/19,2018,Lycoming,PA
562,1804207,Ixodes scapularis,Female,1,unengorged ,Negative ,Positive,1/19/19,2018,Lycoming,PA
563,1804207,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,1/19/19,2018,Lycoming,PA
564,1804207,Ixodes scapularis,Female,1,fully engorged ,Negative ,Positive,1/21/19,2018,Lycoming,PA
565,1804208,Ixodes scapularis,Male,2,unengorged ,Negative ,Positive,1/19/19,2018,Lycoming,PA
566,1804208,Ixodes scapularis,Male,5,unengorged ,Negative ,Positive,1/19/19,2018,Lycoming,PA
567,1804208,Ixodes scapularis,Female,5,unengorged ,Negative ,Positive,1/19/19,2018,Lycoming,PA
568,1804208,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Positive,1/19/19,2018,Lycoming,PA
569,1804208,Ixodes scapularis,Female,4,Semi-engorged,Negative ,Positive,1/19/19,2018,Lycoming,PA
570,1804208,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,1/21/19,2018,Lycoming,PA
571,1804209,Ixodes scapularis,Male,2,unengorged ,Negative ,Positive,1/19/19,2018,Lycoming,PA
572,1804209,Ixodes scapularis,Female,5,unengorged ,Negative ,Positive,1/19/19,2018,Lycoming,PA
573,1804209,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Positive,1/19/19,2018,Lycoming,PA
574,1803379,Ixodes scapularis,Male,1,unengorged ,Negative ,Negative ,2/5/19,2018,Clearfield,PA
575,1803379,Ixodes scapularis,Male,1,unengorged ,Negative ,Negative ,2/5/19,2018,Clearfield,PA
576,1803379,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,2/5/19,2018,Clearfield,PA
577,1803380,Ixodes scapularis,Male,1,unengorged ,Negative ,Negative ,2/5/19,2018,Clearfield,PA
578,1803380,Ixodes scapularis,Male,1,unengorged ,Negative ,Negative ,2/5/19,2018,Clearfield,PA
579,1803380,Ixodes scapularis,Male,1,unengorged ,Negative ,Negative ,2/5/19,2018,Clearfield,PA
580,1803380,Ixodes scapularis,Male,1,unengorged ,Negative ,Negative ,2/5/19,2018,Clearfield,PA
581,1803378,Ixodes scapularis,Female,1,unengorged ,Negative ,Negative ,2/5/19,2018,Clearfield,PA
582,1803384,Ixodes scapularis,Male,1,unengorged ,Negative ,Negative ,2/5/19,2018,Clearfield,PA
583,1803384,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,2/5/19,2018,Clearfield,PA
584,1803388,Ixodes scapularis,Male,5,unengorged ,Negative ,Negative ,2/5/19,2018,Clearfield,PA
585,1803388,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Positive,2/5/19,2018,Clearfield,PA
586,1803390,Ixodes scapularis,Male,1,unengorged ,Positive,Negative ,2/5/19,2018,Clearfield,PA
587,1803390,Ixodes scapularis,Male,1,unengorged ,Negative ,Negative ,2/5/19,2018,Clearfield,PA
588,1803390,Ixodes scapularis,Male,1,unengorged ,Negative ,Negative ,2/5/19,2018,Clearfield,PA
589,1804278,Ixodes scapularis,Male,1,unengorged ,Positive,Negative ,2/5/19,2018,Lycoming,PA
590,1804278,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,2/5/19,2018,Lycoming,PA
591,1804281,Ixodes scapularis,Male,1,unengorged ,Negative ,Positive,2/5/19,2018,Lycoming,PA
592,1804281,Ixodes scapularis,Female,1,fully engorged ,Negative ,Positive,2/5/19,2018,Lycoming,PA
593,1805549,Ixodes scapularis,Male,1,unengorged ,Positive,Negative ,2/5/19,2018,Huntingdon,PA
594,1805549,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,2/5/19,2018,Huntingdon,PA
595,1810780,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,2/5/19,2018,Lycoming,PA
596,1810784,Ixodes scapularis,Male,1,unengorged ,Positive,Negative ,2/5/19,2018,Lycoming,PA
597,1810787,Ixodes scapularis,Male,1,unengorged ,Positive,Negative ,2/5/19,2018,Lycoming,PA
